地址,网站介绍地址,lng,lat,价格,简介
湖北省武汉市黄陂区盘龙城巨龙大道196号,黄陂 盘龙城 巨龙大道196号,114.27092771931756,30.71018138823376,40544,F天下地中海精装别墅 壹仟 佰平花园送120平地下室
湖北省武汉市武昌区欢乐大道228号,洪山 欢乐谷 欢乐大道228号,114.40227017043856,30.59856596961509,70238,原岸下叠边户 自住700个豪装带400多平大花园 价格可大谈
湖北省武汉市江岸区永泰路2号,江岸 永清街 永泰路2号,114.31225502187178,30.616989735027037,59371,新上架 云廷一期 270度看江 超大橫厅 二梯一户 出价就卖
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,67260,辰嘉100，  305看江户型，临近江滩，地铁口，房东急售
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,79329,武汉天地云廷(二期) 楼。王 一线看江无遮挡 四房户型
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,79329,武汉天地云廷二期 高层看江 四房两厅两卫  户型通透，采光好
湖北省武汉市武昌区积玉桥临江大道387号,武昌 积玉桥 临江大道387号,114.3096735297915,30.576981090009888,36510,新房没有后期费用 找我团购价 特惠来袭！
湖北省武汉市洪山区光谷高新大道789号,洪山 光谷东 高新大道789号,114.5029718883106,30.50140812889078,66743,光谷  豪宅 一线湖景 依山傍水 1300平大花园双拼别墅
湖北省武汉市洪山区珞狮南路珞狮路,洪山 珞狮南路 珞狮路,114.34347740532273,30.5112968881497,40574,急售二环 双拼别墅 一线临湖 带院子送装修加车位 有露台
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,76709,云廷二期（好赞好房找我费用低）专业做豪宅 大平台值得信赖
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,74642,武汉天地云廷(二期) 豪华设计 一线看江 高楼层视野无遮挡
湖北省武汉市江岸区永安路6号,江岸 永清街 永安路6号,114.30769553512087,30.611891255103483,62136,近地铁 电梯房 医疗配套成熟 朝南 交通便捷
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,74032,武汉天地云廷二期 楼.王双子塔 一线观江 业主诚心出售
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,70556,武汉天地云廷二期 超高楼层 269平 lao证 价格可谈
湖北省武汉市江岸区永泰路2号,江岸 永清街 永泰路2号,114.31225502187178,30.616989735027037,59292,云廷一线看江  王炸户型4加1   一套 老证诚意出售
湖北省武汉市江岸区二七路,江岸 二七路 中山大道,114.30489709758152,30.63070259565858,75967,绿城黄浦湾B地块 1号楼 高楼层 一线观江四房 250平老证
湖北省武汉市江岸区永安路6号,江岸 永清街 永安路6号,114.30769553512087,30.611891255103483,61422,满二 正南朝向 商品房 医疗配套成熟 交通便捷 有电梯
湖北省武汉市江岸区二七路,江岸 二七路 中山大道,114.30489709758152,30.63070259565858,74931,武汉豪宅典范 绿城品质物业一线看江 业主非常诚心出售
湖北省武汉市洪山区珞狮南路珞狮路特1号,洪山 珞狮南路 珞狮路特1号,114.34063118444905,30.50508679466565,38145,8号地铁 一线湖景 街道口商圈 丽岛花园独栋别墅共4层 急售
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,65195,600 装修，边户大院子，送双车库，改造地下室，保养好随时看
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,56270,华侨城三期320平的联排 仅有东湖别墅皆为孤品 价格可以谈
湖北省武汉市洪山区光谷高新大道789号,洪山 光谷东 高新大道789号,114.5029718883106,30.50140812889078,57847,庄园大双拼，送1亩院子，上下3层，可做高尔夫球场，看房方便
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,56270,自住豪装的联排别墅 价格可以大谈急售 下沉式全明地下室带车库
湖北省武汉市洪山区白沙洲黄家湖西路,洪山 白沙洲 黄家湖西路,114.25812332631173,30.446183118666248,22705,地铁口 临湖独栋别墅 超大花园 4车位福星惠誉东澜岸 急售
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,69006,中高区 次新房 一线江景大平层 钥匙在手随时看宸嘉100
湖北省武汉市江岸区永安路6号,江岸 永清街 永安路6号,114.30769553512087,30.611891255103483,58080,平视江景 业主居家自主保养相当不错  武汉天地御江苑三期
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,68961,永清街 交通便利 临地铁 近医院 高楼层视野无遮挡
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,69119,一线江景房  有钥匙  随时看房
湖北省武汉市江岸区百步亭街道江岸新村174号,江岸 百步亭 江岸新村174号,114.30337018367156,30.643934688201885,29393,江岸主城区独栋别墅，带500平院子8个露台5个车位 随时看
湖北省武汉市江岸区永安路6号,江岸 永清街 永安路6号,114.30769553512087,30.611891255103483,68765,武汉天地三期 一线观江四房 250平 价格可谈 有钥匙
湖北省武汉市洪山区银河湾汤逊湖北路560号,江夏 银河湾 汤逊湖北路560号,114.35098212238827,30.452059599766834,48301,一线临湖 橡树庄园 三层独栋别 墅花园600平
湖北省武汉市江汉区建设大道,江岸 建设大道 建设大道668号,114.27253705432562,30.604118686308873,53117,位置好，装修豪华，视野好，华润品质 大平层
湖北省武汉市江夏区庙山江夏大道5号,江夏 庙山 江夏大道5号,114.38489508684077,30.43200875469199,27097,长岛一线临湖独栋别墅 大户型环绕式花园 地上三层地下一层
湖北省武汉市洪山区珞瑜东路光谷创业街,洪山 珞瑜东路 光谷创业街101号,114.40994274406549,30.50318692305131,42961,华科大对面，改善联排别墅，毛坯改善好房，送车位
湖北省武汉市武昌区中北路,武昌 中北路 中北路118号,114.34212004246103,30.561421751173295,80092,复地东湖国际三期 满二 近地铁 近医院 正规商品房 购物方便
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,65241,武汉天地云廷(二期) 近地铁 正南朝向 次新小区
湖北省武汉市江岸区永安路6号,江岸 永清街 永安路6号,114.30769553512087,30.611891255103483,66242,武汉天地三期 一线看江无遮挡 四房三卫 视野开阔
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,64464,次新房 一线看江 南北通透 看房方便
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,61112,宸嘉100 出行方便 中间楼层采光好 南北通透 临地铁
湖北省武汉市武昌区欢乐大道228号,洪山 欢乐谷 欢乐大道228号,114.40227017043856,30.59856596961509,57033,4A景区东湖绿道边 华侨城一线临湖的大别墅 随时看房
湖北省武汉市江岸区二七路解放大道1568号,江岸 二七路 解放大道1568号,114.31188890964292,30.6249191629482,62769,伟鹏万科御玺滨江 次新小区 高楼层视野好 医疗配套成熟
湖北省武汉市黄陂区盘龙城巨龙大道196号,黄陂 盘龙城 巨龙大道196号（地铁2号线巨龙大道D出口旁100米）,114.27092771931756,30.71018138823376,33000,围合式私家花园 超大赠送 特价来袭 纯别墅区 0公摊
湖北省武汉市江岸区鄱阳街49号圣教书局,江岸 江汉路 鄱阳街49号圣教书局,114.29136012875873,30.585403431715253,60000,汉口核心现房平层叠墅在售，数量有限，清盘特惠
湖北省武汉市江岸区二七路,江岸 二七路 中山大道,114.30489709758152,30.63070259565858,73920,欢迎尊贵的绿城业主！一线看江无遮挡 业主诚心出售 价格可谈
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,64679,高层一线看江次新房，251平四房产权清晰！有钥匙 诚意出售
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,56981,武汉长江中心 一线江景大平层 业主诚心出售 一口价
湖北省武汉市洪山区光谷高新大道789号,洪山 光谷东 高新大道789号,114.5029718883106,30.50140812889078,56056,豪华装修联排边户 业主置换 拎包入住 200平大花园随时看房
湖北省武汉市洪山区银河湾汤逊湖北路560号,江夏 银河湾 汤逊湖北路560号,114.35098212238827,30.452059599766834,46322,急售 一线临湖独栋  600平花园 送地下室  保利十二橡树
湖北省武汉市江岸区永安路6号,江岸 永清街 永安路6号,114.30769553512087,30.611891255103483,51964,一线江景大平层   的景观位置 天地商业街旁 生活方便
湖北省武汉市武昌区欢乐大道228号,洪山 欢乐谷 欢乐大道228号,114.40227017043856,30.59856596961509,47029,武汉顶豪富人圈 东湖风景区华侨城原岸联排别墅带前后花园地下室
湖北省武汉市武昌区欢乐大道228号,洪山 欢乐谷 欢乐大道228号,114.40227017043856,30.59856596961509,47115,原岸性价比高联排别墅！送大花园，双车库！诚心卖，有钥匙随时看
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,62134,武汉天地云廷(二期) 近医院 商品房 交通便利 装修好
湖北省武汉市汉阳区四新村文选路,汉阳 四新 文选路,114.21828073146325,30.53748730111522,47103,招商西边户大别墅 出价就谈 欢迎总裁的到来
湖北省武汉市江岸区永安路6号,江岸 永清街 永安路6号,114.30769553512087,30.611891255103483,63160,武汉天地御江苑 东南看江 低总价四房 业主诚心出售
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,44765,系统价格出错 价格还有很大空间 已经有客户在谈了 全新精装
湖北省武汉市武昌区中北路楚汉路1号,武昌 中北路 楚汉路1号,114.33162228975311,30.562804513843194,51308,电梯房 商品房 出行方便 楼层好 精装修 近医院 动静分离
湖北省武汉市汉阳区七里庙江城大道,汉阳 七里庙 江城大道,114.21724985460817,30.526255964679645,48511,招商公园郦湖轩 联排别墅边户 上下5层3花园车位 可廓280
湖北省武汉市洪山区银河湾汤逊湖北路560号,江夏 银河湾 汤逊湖北路560号,114.35098212238827,30.452059599766834,55517,花园方正 格局大气 拎包入住 保养99成新 欢迎实地看房
湖北省武汉市洪山区欢乐大道180号,洪山 欢乐谷 欢乐大道180号,114.38314626175372,30.592825544058933,41151,东湖边两梯一户空中复式纯水岸东湖三期高楼层诚心出售
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,53015,武汉长江中心 近医院 出行方便 精装可拎包入住 近地铁
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,53015,长江中心高区永无遮挡小区在售仅四套随时看房
湖北省武汉市黄陂区盘龙城盘龙大道8号,黄陂 盘龙城 盘龙大道特8号,114.25420962645042,30.727150414481535,36916,中国院子豪装独栋别墅 大院子红木家具  亭台楼阁   大厢房
湖北省武汉市黄陂区盘龙城巨龙大道196号,黄陂 盘龙城 巨龙大道196号,114.27092771931756,30.71018138823376,38718,F天下两层精装别墅 带千平大院子
湖北省武汉市洪山区文馨街252号,洪山 珞狮南路 文馨街252号,114.3250815503214,30.498243868700207,43500,南湖八号线地铁口大华三期独栋别墅带800平大院子加十个车位
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,55763,武汉天地云廷 通透大四房 业主无抵押 诚心出售 一天未住
湖北省武汉市汉阳区七里庙江城大道,汉阳 七里庙 江城大道,114.21724985460817,30.526255964679645,44383,招商出品 联排边户 带180平双层花园 上下5层带地下车库
湖北省武汉市洪山区银河湾汤逊湖北路560号,江夏 银河湾 汤逊湖北路560号,114.35098212238827,30.452059599766834,41328,一线临湖 豪装两层独栋橡树庄园
湖北省武汉市洪山区光谷高新大道789号,洪山 光谷东 高新大道789号,114.5029718883106,30.50140812889078,51876,光谷东 南北通透 居住密度低 商品住宅 房龄新 环境优美
湖北省武汉市江汉区王家墩cbd号,江汉 王家墩CBD 青年路,114.25035692197594,30.60604607902764,46393,菱角湖万达商圈 西北湖御玺湾豪宅大平层喜欢的随时看房老证
湖北省武汉市黄陂区盘龙城盘龙大道9号,黄陂 盘龙城 盘龙大道9号,114.25007549351967,30.702414765099576,48482,巢NEST精装独栋别墅  全屋全年恒温恒湿  四季如春
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,57754,二七滨江宸嘉100 新晋品质豪宅 长春街七一华源 业主诚心出
湖北省武汉市江岸区永泰路2号,江岸 永清街 永泰路2号,114.31225502187178,30.616989735027037,50259,武汉天地云廷(一期) 满二 临地铁 带电梯 交通便利
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,51786,合同更名  高区   一线江景 永无遮挡
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,51361,武昌滨江长江中心顶豪 高区一线看江无遮挡 转角阳台 随时看房
湖北省武汉市洪山区光谷高新大道789号,洪山 光谷东 高新大道789号,114.5029718883106,30.50140812889078,48389,急！急!急！驿山高尔夫双拼别墅证满二  有钥匙600平大花园
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,53159,华侨城一期联排把头边户，大院子，送车库，老证税少，有钥匙随时
湖北省武汉市洪山区珞狮南路珞狮路507号,洪山 珞狮南路 珞狮路507号,114.33982169106301,30.490392526747065,27455,全湖景 二环内扩建1200平带电梯 南湖山庄独栋别墅 急售
湖北省武汉市江夏区钟家村金槐路188,汉阳 钟家村 滨江大道188-附8号,114.12478798817145,30.33830400638092,40739,汉阳  江景豪宅，两梯一户大平层，全武汉一览无余，全卧室看江
湖北省武汉市江岸区永泰路,江岸 二七路 永泰路,114.31212914654147,30.617839624605995,54125,正规商品房 交通便捷 有电梯 临地铁 正南朝向 次新房
湖北省武汉市汉阳区四新村芳草五街芳草六街,"汉阳 四新 芳草五街,近芳草六街",114.20093365422889,30.51441084048395,50026,金地澜菲溪岸楼king 水景边户
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,50034,长江中心281平 高区一线看江，诚心出售 随时看房
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,49470,长江中心270度观江阳台，高区无遮挡视野
湖北省武汉市武昌区中北路,武昌 中北路 中北路118号,114.34212004246103,30.561421751173295,66743,东湖边 带院子别墅 边户 实用面积400平 满两年 急售
湖北省武汉市江岸区二七路,江岸 二七路 中山大道,114.30489709758152,30.63070259565858,63490,绿城黄浦湾 带电梯 临地铁 装修豪华保养好 产权清晰
湖北省武汉市汉阳区七里庙江城大道,汉阳 七里庙 江城大道,114.21724985460817,30.526255964679645,43614,（联排别墅）！（边户带超大院子）！赠送露台，地下室，车位！
湖北省武汉市洪山区佛祖岭东街1号,洪山 光谷东 佛祖岭东街2号,114.47825932164369,30.46968657061387,42487,急亏200万急售！包税！独栋别墅 双车位 性价比之 ！随时看
湖北省武汉市江夏区庙山江夏大道5号,江夏 庙山 江夏大道5号,114.38489508684077,30.43200875469199,23390,一线临湖  在家钓鱼  武汉长岛临湖独栋别墅
湖北省武汉市江夏区庙山江夏大道5号,江夏 庙山 江夏大道5号,114.38489508684077,30.43200875469199,23390,长岛临湖独栋别墅   一套      有 户型好 视野开阔
湖北省武汉市武昌区丁字桥宝通寺路35号,武昌 丁字桥 宝通寺路35号,114.33157647549098,30.527035693211282,33254,市中花园 近地铁 百瑞景别墅前后花园共5层 精装急售
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,51915,华侨城上叠别墅豪华装修满5年业主急售看房方便带阁楼和地下室
湖北省武汉市洪山区银河湾汤逊湖北路560号,江夏 银河湾 汤逊湖北路560号,114.35098212238827,30.452059599766834,39569,花园开阔 格局方正 房东诚心出售 欢迎随时实地看房
湖北省武汉市洪山区文荟街78号,洪山 街道口 文荟路78号,114.3441978226737,30.505917259294915,32920,一线湖景 空中别墅 500万豪华装修   典范
湖北省武汉市江汉区王家墩cbd号,江汉 王家墩CBD 青年路,114.25035692197594,30.60604607902764,42885,西北湖畔御玺湾 看湖大平层 万科物业 老证出售 看房方便
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,74533,近医院 产权清晰 交通便捷 豪华精装 临地铁 双卫生间
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,48108,南北通透 出行方便 有电梯 临地铁 精装可拎包入住 近医院
湖北省武汉市江岸区永和路6号,江岸 永清街 永和路6号,114.30937147079108,30.61760585576925,51574,武汉天地御江璟城 261.76平 四房四卫 1350万
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,54020,二七路 豪华精装 得房好 电梯房 出行方便 朝向好
湖北省武汉市武昌区欢乐大道228号,洪山 欢乐谷 欢乐大道228号,114.40227017043856,30.59856596961509,45606,原岸叠拼边户带大院子！未住三个车位，产证满2年随时看房
湖北省武汉市黄陂区盘龙城盘龙大道8号,黄陂 盘龙城 盘龙大道特8号,114.25420962645042,30.727150414481535,34120,中国半山豪装独栋 千平大花园 老证 仅售1350万
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,52383,次新房 近医院 带电梯 出行方便 近地铁 朝南
湖北省武汉市江岸区永清路二七,江岸 永清街 二七沿江商务区南片（中山大道与韦桑路交汇处）,114.29929536782896,30.627402800111675,50685,二七滨江豪奢典范 一线临江 全玻璃幕墙 豪华装修 有风雨连廊
湖北省武汉市江岸区永泰路,江岸 二七路 永泰路,114.31212914654147,30.617839624605995,54413,华发外滩   近医院 东南朝向 近地铁 精装修 高层一线江景
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,46605,武汉长江中心 武昌滨江C位  豪宅品质  楼下便是万象城
湖北省武汉市江汉区王家墩青鸾路56号,江汉 王家墩CBD 水利路56号,114.25680001182334,30.600090145206927,44845,华发中城荟4室2厅3卫
湖北省武汉市江夏区庙山江夏大道5号,江夏 庙山 江夏大道5号,114.38489508684077,30.43200875469199,24715,武汉长岛 低密宜居 南北通透 环境优美 产权清晰
湖北省武汉市江夏区庙山江夏大道5号,江夏 庙山 江夏大道5号,114.38489508684077,30.43200875469199,24684,长岛独栋 装修不错 大花园 带地下室 看房方便
湖北省武汉市江夏区庙山江夏大道5号,江夏 庙山 江夏大道5号,114.38489508684077,30.43200875469199,22006,业主急售 独栋别墅 临湖小区 武汉长岛 590平 满二
湖北省武汉市洪山区欢乐大道180号,洪山 欢乐谷 欢乐大道180号,114.38314626175372,30.592825544058933,34513,吊打壹号院360平户型 精装未住全湖景 当年对标武汉天地云庭
湖北省武汉市武昌区丁字桥宝通寺路35号,武昌 丁字桥 宝通寺路35号,114.33157647549098,30.527035693211282,28296,中南 亚贸宝通寺 百瑞景御院别墅共5层 地下室 带露台急售
湖北省武汉市武昌区中北路楚汉路1号,武昌 中北路 楚汉路1号,114.33162228975311,30.562804513843194,42484,御湖306平边户全湖景 开发商交付全砸 历时3年打磨一天未住
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,76692,武汉天地云廷(二期) 精装修 有电梯 正规商品房 次新房
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,71113,武汉天地云廷(二期) 次新房 电梯房 出行方便 正南朝向
湖北省武汉市黄陂区盘龙城巨龙大道196号,黄陂 盘龙城 巨龙大道196号（地铁2号线巨龙大道D出口旁100米）,114.27092771931756,30.71018138823376,38235,现房别墅 有样板间卖   即住
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,73379,家具家电齐全 一线江景大三房 武汉天地云廷(二期)
湖北省武汉市江岸区二七路解放大道1568号,江岸 二七路 解放大道1568号,114.31188890964292,30.6249191629482,51750,万科御玺滨江 港风奢装天幕云邸 四室四卫
湖北省武汉市武昌区徐家棚临江大道,武昌 徐家棚 临江大道,114.33307801432473,30.60795673294582,55984,武汉长江中心 一线江景 转角阳台 全新交付 未入住 诚心出售
湖北省武汉市江岸区永和路6号,江岸 永清街 永和路6号,114.30937147079108,30.61760585576925,48855,武汉天地四期  通透大四房 价格诚心 业主急售
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,49397,联排别墅 诚心出售 高性价比 随时看房 东湖景区
湖北省武汉市江岸区二七东路沿江大道,江岸 二七路 沿江大道,114.309165480926,30.609632458720387,63682,宸嘉100 商品住宅 临地铁 近医院 朝南 装修好
湖北省武汉市洪山区银河湾汤逊湖北路560号,江夏 银河湾 汤逊湖北路560号,114.35098212238827,30.452059599766834,35289,橡树独栋别墅  急售的  价格好谈 有钥匙 随时看房
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,49326,边户超大院子！华侨城二期叠拼，双车位，送两层地下室，随时看房
湖北省武汉市江岸区解放大道与扶轮路,江岸 永清街 解放大道与扶轮路交汇处,114.31615925059121,30.62318681610055,53462,内环少有小高层，首开特惠，    接送
湖北省武汉市洪山区光谷高新大道789号,洪山 光谷东 高新大道789号,114.5029718883106,30.50140812889078,34850,驿山高尔夫叠拼大边户送双层大花园 上下四层 露台多 送双车位
湖北省武汉市洪山区欢乐大道166号,洪山 欢乐谷 欢乐大道166号,114.3797401704173,30.59193108293352,48424,华侨城一期400 精致装修，带院子，带车库，老证税少，随时看
湖北省武汉市江岸区兴瑞街,江岸 永清街 兴瑞街6号,114.31119968907645,30.616896747691698,73053,武汉天地云廷(二期) 高楼层视野无遮挡 江景非常好
湖北省武汉市江岸区永清路二七,江岸 永清街 二七沿江商务区南片（中山大道与韦桑路交汇处）,114.29929536782896,30.627402800111675,50651,二七滨江 一线瞰江大平层 四房四卫 身份实力的象征
湖北省武汉市武昌区中北路,武昌 中北路 中北路118号,114.34212004246103,30.561421751173295,63111,复地东湖国际三期 6室2厅 195.53平
湖北省武汉市武昌区欢乐大道228号,洪山 欢乐谷 欢乐大道228号,114.40227017043856,30.59856596961509,43645,华侨城四期叠拼282平 6房4卫 上下两层可扩展 证满两年
湖北省武汉市江岸区二七路解放大道,江岸 二七路 解放大道和长沙路交汇处（长春街三小旁）,114.28690004672309,30.597424494813612,46000,新希望D10   武汉豪宅  210265平阔绰奢华大平层
